Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1982","1982","?C","0.584","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1983","1983","?C","0.6","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1984","1984","?C","-0.47","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1985","1985","?C","-0.127","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1986","1986","?C","-0.046","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1987","1987","?C","0.465","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1988","1988","?C","-0.151","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1989","1989","?C","-0.16","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1990","1990","?C","-0.065","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1991","1991","?C","-0.616","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1992","1992","?C","0.418","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1993","1993","?C","-0.317","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1994","1994","?C","0.311","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1995","1995","?C","0.619","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1996","1996","?C","0.137","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1997","1997","?C","1.041","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1998","1998","?C","0.706","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","1999","1999","?C","0.284","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2000","2000","?C","0.633","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2001","2001","?C","0.496","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2002","2002","?C","0.679","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2003","2003","?C","0.658","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2004","2004","?C","-0.01","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2005","2005","?C","1.17","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2006","2006","?C","0.226","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2007","2007","?C","0.534","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2008","2008","?C","-0.264","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2009","2009","?C","0.67","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2010","2010","?C","0.734","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2011","2011","?C","1.107","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2012","2012","?C","0.549","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2013","2013","?C","0.139","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2014","2014","?C","0.48","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2015","2015","?C","1.471","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2016","2016","?C","0.761","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2017","2017","?C","0.74","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2018","2018","?C","1.015","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2019","2019","?C","1.324","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7009","September","2020","2020","?C","1.049","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1961","1961","?C","-0.007","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1962","1962","?C","0.878","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1963","1963","?C","0.243","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1964","1964","?C","-0.557","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1965","1965","?C","-0.483","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1966","1966","?C","-0.426","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1967","1967","?C","-0.437","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1968","1968","?C","0.436","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1969","1969","?C","0.163","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1970","1970","?C","-0.641","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1971","1971","?C","-0.261","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1972","1972","?C","0.707","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1973","1973","?C","0.092","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1974","1974","?C","-0.602","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1975","1975","?C","-0.481","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1976","1976","?C","-1.177","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1977","1977","?C","0.667","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1978","1978","?C","-0.141","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1979","1979","?C","0.753","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1980","1980","?C","-0.192","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1981","1981","?C","0.292","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1982","1982","?C","0.037","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1983","1983","?C","0.515","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1984","1984","?C","-0.065","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1985","1985","?C","0.283","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1986","1986","?C","-0.293","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1987","1987","?C","0.463","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1988","1988","?C","0.422","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1989","1989","?C","0.08","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1990","1990","?C","0.157","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1991","1991","?C","0.401","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1992","1992","?C","0.379","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1993","1993","?C","0.334","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1994","1994","?C","0.64","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1995","1995","?C","0.44","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1996","1996","?C","0.16","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1997","1997","?C","0.041","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1998","1998","?C","0.898","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","1999","1999","?C","0.285","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2000","2000","?C","-0.328","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2001","2001","?C","0.528","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2002","2002","?C","0.8","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2003","2003","?C","0.85","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2004","2004","?C","0.97","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2005","2005","?C","0.439","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2006","2006","?C","0.679","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2007","2007","?C","0.538","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2008","2008","?C","0.375","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2009","2009","?C","0.836","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2010","2010","?C","0.12","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2011","2011","?C","0.732","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2012","2012","?C","1.02","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2013","2013","?C","0.78","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2014","2014","?C","1.248","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2015","2015","?C","1.698","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2016","2016","?C","1.902","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2017","2017","?C","1.288","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2018","2018","?C","0.516","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2019","2019","?C","1.243","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7010","October","2020","2020","?C","1.597","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1961","1961","?C","-0.525","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1962","1962","?C","0.263","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1963","1963","?C","0.056","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1964","1964","?C","0.147","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1965","1965","?C","1.43","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1966","1966","?C","0.022","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1967","1967","?C","0.381","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1968","1968","?C","-0.42","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1969","1969","?C","-0.111","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1970","1970","?C","-0.786","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1971","1971","?C","0.205","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1972","1972","?C","0.053","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1973","1973","?C","0.896","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1974","1974","?C","-0.311","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1975","1975","?C","-0.002","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1976","1976","?C","-1.414","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1977","1977","?C","0.637","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1978","1978","?C","0.693","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1979","1979","?C","-0.808","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1980","1980","?C","-0.675","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1981","1981","?C","0.581","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1982","1982","?C","-0.115","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1983","1983","?C","0.641","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1984","1984","?C","-0.332","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1985","1985","?C","0.613","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1986","1986","?C","0.71","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1987","1987","?C","0.083","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1988","1988","?C","0.921","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1989","1989","?C","0.829","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1990","1990","?C","0.658","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1991","1991","?C","-0.547","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1992","1992","?C","-0.415","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1993","1993","?C","0.272","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1994","1994","?C","1.296","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1995","1995","?C","1.372","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1996","1996","?C","0.569","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1997","1997","?C","0.751","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1998","1998","?C","1.377","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","1999","1999","?C","0.644","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2000","2000","?C","-0.322","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2001","2001","?C","0.928","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2002","2002","?C","0.101","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2003","2003","?C","1.184","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2004","2004","?C","-0.072","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2005","2005","?C","0.734","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2006","2006","?C","0.808","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2007","2007","?C","0.96","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2008","2008","?C","0.33","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2009","2009","?C","0.408","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2010","2010","?C","-0.075","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2011","2011","?C","0.561","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2012","2012","?C","1.151","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2013","2013","?C","0.421","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2014","2014","?C","0","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2015","2015","?C","1.874","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2016","2016","?C","1.69","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2017","2017","?C","2.051","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2018","2018","?C","0.18","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2019","2019","?C","1.48","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7011","November","2020","2020","?C","2.182","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1961","1961","?C","0.193","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1962","1962","?C","0.142","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1963","1963","?C","-0.873","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1964","1964","?C","-0.076","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1965","1965","?C","0.349","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1966","1966","?C","-0.743","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1967","1967","?C","-0.356","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1968","1968","?C","-0.167","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1969","1969","?C","0.024","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1970","1970","?C","1.055","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1971","1971","?C","0.53","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1972","1972","?C","0.248","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1973","1973","?C","-0.587","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1974","1974","?C","-0.562","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1975","1975","?C","-0.335","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1976","1976","?C","-0.632","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1977","1977","?C","1.231","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1978","1978","?C","0.276","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1979","1979","?C","0.205","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1980","1980","?C","0.434","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1981","1981","?C","1.091","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1982","1982","?C","-0.419","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1983","1983","?C","0.307","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1984","1984","?C","0.974","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1985","1985","?C","0.204","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1986","1986","?C","-0.06","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1987","1987","?C","0.436","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1988","1988","?C","0.16","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1989","1989","?C","-1.118","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1990","1990","?C","0.307","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1991","1991","?C","0.339","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1992","1992","?C","0.809","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1993","1993","?C","0.868","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1994","1994","?C","1.229","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1995","1995","?C","0.619","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1996","1996","?C","0.626","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1997","1997","?C","-0.745","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1998","1998","?C","0.441","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","1999","1999","?C","-0.274","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2000","2000","?C","0.006","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2001","2001","?C","0.177","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2002","2002","?C","0.055","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2003","2003","?C","-0.251","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2004","2004","?C","0.009","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2005","2005","?C","0.698","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2006","2006","?C","-0.06","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2007","2007","?C","1.033","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2008","2008","?C","0.825","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2009","2009","?C","-0.087","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2010","2010","?C","0.163","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2011","2011","?C","-0.23","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2012","2012","?C","1.38","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2013","2013","?C","0.601","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2014","2014","?C","1.073","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2015","2015","?C","1.623","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2016","2016","?C","1.912","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2017","2017","?C","0.705","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2018","2018","?C","0.497","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2019","2019","?C","1.161","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7012","December","2020","2020","?C","0.331","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1961","1961","?C","-0.436","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1962","1962","?C","0.316","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1963","1963","?C","-0.064","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1964","1964","?C","-0.981","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1965","1965","?C","-0.151","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1966","1966","?C","-0.795","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1967","1967","?C","-0.533","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1968","1968","?C","-0.31","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1969","1969","?C","0.367","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1970","1970","?C","-0.239","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1971","1971","?C","0.644","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1972","1972","?C","0.491","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1973","1973","?C","-0.253","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1974","1974","?C","0.102","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1975","1975","?C","-0.191","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1976","1976","?C","-0.086","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1977","1977","?C","-0.292","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1978","1978","?C","0.075","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1979","1979","?C","-0.192","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1980","1980","?C","0.541","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1981","1981","?C","0.214","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1982","1982","?C","0.942","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1983","1983","?C","-0.327","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1984","1984","?C","-0.054","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1985","1985","?C","-0.158","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1986","1986","?C","0.601","Fc","Calculated data"
"ET","Temperature change","138","Mexico","7271","Temperature change","7016","Dec?Jan?Feb","1987","1987","?C","-0.259","Fc","Calculated data"
